School Name,District,Location Code,Latitude,Longitude,Grades,Grade Low,Grade High,Community School?,Zip,Economic Need Index,Student Attendance Rate,Percent of Students Chronically Absent,Rigorous Instruction %,Collaborative Teachers %,Supportive Environment %,Effective School Leadership %,Strong Family-Community Ties %,Trust %,Average ELA Proficiency,Average Math Proficiency,Percent ELL,Percent Asian,Percent Black,Percent Hispanic,Percent White,Grade 3 ELA - All Students Tested,Grade 3 Math - All Students Tested,Grade 3 ELA 4s - All Students,Grade 3 Math 4s - All Students,Grade 3 ELA 4s - Limited English Proficient,Grade 3 Math 4s - Limited English Proficient,Grade 3 ELA 4s - Economically Disadvantaged,Grade 3 Math 4s - Economically Disadvantaged,Grade 3 ELA 4s - Asian or Pacific Islander,Grade 3 Math 4s - Asian or Pacific Islander,Grade 3 ELA 4s - Black or African American,Grade 3 Math 4s - Black or African American,Grade 3 ELA 4s - Hispanic or Latino,Grade 3 Math 4s - Hispanic or Latino,Grade 3 ELA 4s - White,Grade 3 Math 4s - White,Grade 4 ELA - All Students Tested,Grade 4 Math - All Students Tested,Grade 4 ELA 4s - All Students,Grade 4 Math 4s - All Students,Grade 4 ELA 4s - Limited English Proficient,Grade 4 Math 4s - Limited English Proficient,Grade 4 ELA 4s - Economically Disadvantaged,Grade 4 Math 4s - Economically Disadvantaged,Grade 4 ELA 4s - Asian or Pacific Islander,Grade 4 Math 4s - Asian or Pacific Islander,Grade 4 ELA 4s - Black or African American,Grade 4 Math 4s - Black or African American,Grade 4 ELA 4s - Hispanic or Latino,Grade 4 Math 4s - Hispanic or Latino,Grade 4 ELA 4s - White,Grade 4 Math 4s - White,Grade 5 ELA - All Students Tested,Grade 5 Math - All Students Tested,Grade 5 ELA 4s - All Students,Grade 5 Math 4s - All Students,Grade 5 ELA 4s - Limited English Proficient,Grade 5 Math 4s - Limited English Proficient,Grade 5 ELA 4s - Economically Disadvantaged,Grade 5 Math 4s - Economically Disadvantaged,Grade 5 ELA 4s - Asian or Pacific Islander,Grade 5 Math 4s - Asian or Pacific Islander,Grade 5 ELA 4s - Black or African American,Grade 5 Math 4s - Black or African American,Grade 5 ELA 4s - Hispanic or Latino,Grade 5 Math 4s - Hispanic or Latino,Grade 5 ELA 4s - White,Grade 5 Math 4s - White,Grade 6 ELA - All Students Tested,Grade 6 Math - All Students Tested,Grade 6 ELA 4s - All Students,Grade 6 Math 4s - All Students,Grade 6 ELA 4s - Limited English Proficient,Grade 6 Math 4s - Limited English Proficient,Grade 6 ELA 4s - Economically Disadvantaged,Grade 6 Math 4s - Economically Disadvantaged,Grade 6 ELA 4s - Asian or Pacific Islander,Grade 6 Math 4s - Asian or Pacific Islander,Grade 6 ELA 4s - Black or African American,Grade 6 Math 4s - Black or African American,Grade 6 ELA 4s - Hispanic or Latino,Grade 6 Math 4s - Hispanic or Latino,Grade 6 ELA 4s - White,Grade 6 Math 4s - White,Grade 7 ELA - All Students Tested,Grade 7 Math - All Students Tested,Grade 7 ELA 4s - All Students,Grade 7 Math 4s - All Students,Grade 7 ELA 4s - Limited English Proficient,Grade 7 Math 4s - Limited English Proficient,Grade 7 ELA 4s - Economically Disadvantaged,Grade 7 Math 4s - Economically Disadvantaged,Grade 7 ELA 4s - Asian or Pacific Islander,Grade 7 Math 4s - Asian or Pacific Islander,Grade 7 ELA 4s - Black or African American,Grade 7 Math 4s - Black or African American,Grade 7 ELA 4s - Hispanic or Latino,Grade 7 Math 4s - Hispanic or Latino,Grade 7 ELA 4s - White,Grade 7 Math 4s - White,Grade 8 ELA - All Students Tested,Grade 8 Math - All Students Tested,Grade 8 ELA 4s - All Students,Grade 8 Math 4s - All Students,Grade 8 ELA 4s - Limited English Proficient,Grade 8 Math 4s - Limited English Proficient,Grade 8 ELA 4s - Economically Disadvantaged,Grade 8 Math 4s - Economically Disadvantaged,Grade 8 ELA 4s - Asian or Pacific Islander,Grade 8 Math 4s - Asian or Pacific Islander,Grade 8 ELA 4s - Black or African American,Grade 8 Math 4s - Black or African American,Grade 8 ELA 4s - Hispanic or Latino,Grade 8 Math 4s - Hispanic or Latino,Grade 8 ELA 4s - White,Grade 8 Math 4s - White
COMPREHENSIVE MODEL SCHOOL PROJECT M.S. 327,9,09X327,40.842811,-73.916384,"06,07,08,09,10,11,12",06,12,No,10452,0.862,94.0,21.0,93.0,94.0,85.0,91.0,79.0,93.0,2.64,3.03,10.0,0.0,22.0,77.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,90.0,6.0,14.0,0.0,0.0,5.0,13.0,0.0,0.0,0.0,0.0,6.0,14.0,0.0,0.0,101.0,100.0,10.0,15.0,0.0,0.0,10.0,14.0,0.0,0.0,0.0,0.0,9.0,11.0,0.0,0.0,90.0,91.0,5.0,35.0,0.0,0.0,4.0,33.0,0.0,0.0,0.0,0.0,4.0,26.0,0.0,0.0
NEW MILLENNIUM BUSINESS ACADEMY MIDDLE SCHOOL,9,09X328,40.827748,-73.91377299999999,"06,07,08",06,08,Yes,10456,0.938,90.0,38.0,90.0,93.0,84.0,82.0,80.0,89.0,2.1,2.0,25.0,1.0,33.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,51.0,1.0,3.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
I.S. 339,9,09X339,40.840589,-73.90454,"06,07,08",06,08,Yes,10457,0.9129999999999999,91.0,31.0,82.0,75.0,77.0,66.0,77.0,77.0,2.05,2.04,28.0,1.0,28.0,70.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,152.0,153.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,154.0,162.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,133.0,147.0,4.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0
NEW DIRECTIONS SECONDARY SCHOOL,9,09X350,40.839653999999996,-73.911386,"06,07,08,09,10,11,12",06,12,No,10457,0.92,66.0,74.0,66.0,71.0,93.0,67.0,78.0,89.0,1.9,1.91,34.0,0.0,30.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
THE HIGHBRIDGE GREEN SCHOOL,9,09X361,40.838201,-73.928084,"06,07,08",06,08,No,10452,0.8859999999999999,94.0,20.0,94.0,93.0,94.0,94.0,85.0,95.0,2.27,2.17,20.0,1.0,25.0,73.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135.0,138.0,7.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,117.0,117.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,116.0,116.0,1.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
BRONX HIGH SCHOOL FOR MEDICAL SCIENCE,9,09X413,40.839653999999996,-73.911386,"06,07,08,09,10,11,12",06,12,No,10457,0.8009999999999999,96.0,11.0,90.0,92.0,82.0,81.0,81.0,91.0,2.57,2.53,6.0,8.0,33.0,57.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,56.0,3.0,11.0,0.0,0.0,3.0,9.0,0.0,0.0,0.0,0.0,1.0,7.0,0.0,0.0,43.0,42.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,56.0,56.0,7.0,4.0,0.0,0.0,5.0,4.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0
SCIENCE AND TECHNOLOGY ACADEMY: A MOTT HALL SCHOOL,9,09X454,40.828111,-73.917661,"06,07,08",06,08,No,10456,0.86,92.0,29.0,96.0,98.0,95.0,98.0,84.0,98.0,2.58,2.71,20.0,2.0,26.0,70.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126.0,130.0,7.0,22.0,0.0,0.0,7.0,22.0,0.0,0.0,0.0,0.0,3.0,16.0,0.0,0.0,142.0,148.0,9.0,13.0,0.0,0.0,7.0,10.0,0.0,0.0,1.0,2.0,6.0,8.0,0.0,0.0,131.0,137.0,14.0,19.0,0.0,0.0,13.0,18.0,0.0,0.0,0.0,7.0,9.0,12.0,0.0,0.0
"BRONX SCHOOL FOR LAW, GOVERNMENT AND JUSTICE",9,09X505,40.827571999999996,-73.918927,"07,08,09,10,11,12",07,12,No,10451,0.8029999999999999,95.0,14.0,82.0,80.0,80.0,76.0,71.0,85.0,2.63,2.63,6.0,1.0,24.0,71.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0,84.0,3.0,6.0,1.0,0.0,3.0,5.0,0.0,0.0,0.0,0.0,3.0,5.0,0.0,0.0,90.0,90.0,7.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,5.0,0.0,0.0,89.0,89.0,11.0,4.0,0.0,0.0,10.0,4.0,0.0,0.0,0.0,0.0,10.0,3.0,0.0,0.0
YOUNG WOMEN'S LEADERSHIP SCHOOL OF THE BRONX,9,09X568,40.848521000000005,-73.908447,"06,07,08,09,10,11,12",06,12,No,10453,0.816,94.0,17.0,94.0,98.0,86.0,98.0,84.0,94.0,2.68,2.8,5.0,2.0,39.0,58.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,76.0,10.0,12.0,0.0,0.0,9.0,11.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,66.0,66.0,7.0,3.0,0.0,0.0,5.0,3.0,0.0,0.0,0.0,0.0,5.0,2.0,0.0,0.0,74.0,74.0,5.0,12.0,0.0,0.0,5.0,11.0,0.0,0.0,0.0,0.0,2.0,5.0,0.0,0.0
P.S. 3 RAUL JULIA MICRO SOCIETY,10,10X003,40.850163,-73.89165600000001,"PK,0K,01,02,03,04,05,06,07,08",PK,08,No,10457,0.8640000000000001,91.0,37.0,97.0,90.0,87.0,83.0,83.0,91.0,2.35,2.54,10.0,2.0,29.0,68.0,0.0,30.0,30.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,25.0,25.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,20.0,20.0,2.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,36.0,36.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,24.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,40.0,40.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
P.S. X015 INSTITUTE FOR ENVIRONMENTAL LEARNING,10,10X015,40.859165000000004,-73.909733,"0K,01,02,03,04,05,06,07,08",0K,08,No,10453,0.852,95.0,16.0,86.0,86.0,85.0,79.0,84.0,91.0,2.57,2.84,7.0,1.0,13.0,85.0,0.0,54.0,54.0,1.0,7.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,53.0,53.0,7.0,11.0,0.0,0.0,3.0,5.0,0.0,0.0,0.0,2.0,7.0,9.0,0.0,0.0,48.0,48.0,5.0,12.0,0.0,0.0,4.0,6.0,0.0,0.0,1.0,1.0,4.0,11.0,0.0,0.0,62.0,62.0,5.0,12.0,0.0,0.0,2.0,6.0,0.0,0.0,0.0,0.0,4.0,10.0,0.0,0.0,62.0,62.0,9.0,5.0,0.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,9.0,5.0,0.0,0.0,52.0,52.0,8.0,15.0,0.0,0.0,5.0,10.0,0.0,0.0,1.0,2.0,7.0,13.0,0.0,0.0
"P.S./M.S. 20 P.O.GEORGE J. WERDANN, III",10,10X020,40.869618,-73.879012,"PK,0K,01,02,03,04,05,06,07,08",PK,08,No,10458,0.8059999999999999,92.0,29.0,88.0,82.0,84.0,69.0,75.0,85.0,2.32,2.34,19.0,9.0,8.0,73.0,8.0,128.0,129.0,0.0,6.0,0.0,0.0,0.0,6.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,121.0,127.0,4.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,137.0,142.0,11.0,1.0,0.0,0.0,9.0,1.0,1.0,1.0,0.0,0.0,8.0,0.0,1.0,0.0,120.0,122.0,7.0,6.0,0.0,0.0,6.0,6.0,3.0,3.0,0.0,0.0,4.0,2.0,0.0,0.0,80.0,79.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,87.0,85.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,0.0
P.S. X037 - MULTIPLE INTELLIGENCE SCHOOL,10,10X037,40.87984,-73.910788,"0K,01,02,03,04,05,06,07,08",0K,08,No,10463,0.752,92.0,33.0,93.0,92.0,85.0,86.0,88.0,92.0,2.37,2.55,15.0,2.0,23.0,72.0,2.0,89.0,91.0,2.0,10.0,0.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,2.0,10.0,0.0,0.0,72.0,74.0,4.0,7.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,74.0,74.0,7.0,7.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,55.0,54.0,6.0,24.0,0.0,5.0,4.0,17.0,0.0,0.0,0.0,0.0,5.0,18.0,0.0,0.0,64.0,63.0,4.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,58.0,59.0,1.0,3.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0
THOMAS C. GIORDANO MIDDLE SCHOOL 45,10,10X045,40.858431,-73.887039,"06,07,08",06,08,No,10458,0.8859999999999999,91.0,32.0,87.0,86.0,82.0,75.0,73.0,88.0,2.27,2.15,17.0,1.0,16.0,78.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,243.0,246.0,4.0,3.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,211.0,219.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,238.0,186.0,7.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,1.0,0.0,6.0,0.0,0.0,0.0
J.H.S. 080 THE MOSHOLU PARKWAY,10,10X080,40.876823,-73.88124,"06,07,08",06,08,Yes,10467,0.8270000000000001,89.0,38.0,87.0,79.0,81.0,70.0,74.0,84.0,2.16,2.07,31.0,13.0,13.0,67.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,181.0,197.0,2.0,11.0,0.0,1.0,1.0,10.0,1.0,3.0,0.0,1.0,1.0,7.0,0.0,0.0,204.0,220.0,4.0,9.0,0.0,1.0,4.0,9.0,1.0,3.0,0.0,1.0,2.0,4.0,0.0,0.0,188.0,144.0,5.0,1.0,0.0,0.0,5.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
P.S. 095 SHEILA MENCHER,10,10X095,40.883022,-73.891672,"PK,0K,01,02,03,04,05,06,07,08",PK,08,No,10463,0.7859999999999999,92.0,29.0,85.0,71.0,84.0,63.0,87.0,82.0,2.41,2.41,19.0,7.0,17.0,70.0,4.0,142.0,143.0,5.0,5.0,0.0,1.0,2.0,4.0,2.0,1.0,2.0,1.0,1.0,3.0,0.0,0.0,119.0,124.0,6.0,11.0,0.0,0.0,3.0,8.0,3.0,2.0,1.0,3.0,2.0,5.0,0.0,0.0,128.0,130.0,1.0,6.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,132.0,136.0,6.0,8.0,0.0,0.0,5.0,6.0,1.0,1.0,2.0,2.0,3.0,5.0,0.0,0.0,136.0,134.0,9.0,5.0,0.0,0.0,7.0,4.0,0.0,0.0,0.0,2.0,6.0,2.0,0.0,0.0,135.0,85.0,10.0,0.0,0.0,0.0,5.0,0.0,2.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0
J.H.S. 118 WILLIAM W. NILES,10,10X118,40.848559,-73.89256999999999,"06,07,08",06,08,No,10457,0.843,92.0,26.0,84.0,76.0,83.0,69.0,69.0,88.0,2.54,2.59,11.0,15.0,21.0,60.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,369.0,378.0,62.0,70.0,0.0,0.0,51.0,58.0,19.0,26.0,10.0,11.0,29.0,30.0,0.0,0.0,348.0,352.0,51.0,60.0,0.0,0.0,46.0,56.0,20.0,30.0,5.0,7.0,24.0,19.0,2.0,4.0,340.0,328.0,37.0,45.0,0.0,0.0,31.0,38.0,11.0,14.0,7.0,9.0,15.0,17.0,3.0,3.0
RIVERDALE / KINGSBRIDGE ACADEMY (MIDDLE SCHOOL / HIGH SCHOOL 141),10,10X141,40.887701,-73.913605,"06,07,08,09,10,11,12",06,12,No,10463,0.418,94.0,13.0,84.0,81.0,82.0,75.0,75.0,86.0,2.74,2.93,7.0,7.0,10.0,56.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,220.0,212.0,32.0,49.0,0.0,1.0,7.0,13.0,0.0,0.0,3.0,3.0,11.0,16.0,14.0,24.0,228.0,227.0,24.0,37.0,0.0,0.0,8.0,13.0,1.0,4.0,3.0,2.0,8.0,15.0,12.0,16.0,192.0,148.0,40.0,16.0,0.0,0.0,12.0,6.0,0.0,2.0,5.0,3.0,10.0,5.0,16.0,6.0
I.S. 206 ANN MERSEREAU,10,10X206,40.859604,-73.906275,"05,06,07,08",05,08,No,10468,0.909,91.0,33.0,89.0,91.0,83.0,83.0,84.0,94.0,2.06,2.12,24.0,1.0,19.0,78.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,68.0,3.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,96.0,104.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
THEATRE ARTS PRODUCTION COMPANY SCHOOL,10,10X225,40.854655,-73.897036,"06,07,08,09,10,11,12",06,12,No,10457,0.8059999999999999,92.0,26.0,84.0,87.0,81.0,80.0,76.0,91.0,2.38,2.48,6.0,1.0,27.0,68.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,53.0,3.0,5.0,0.0,0.0,3.0,4.0,0.0,0.0,1.0,2.0,2.0,3.0,0.0,0.0,69.0,67.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,58.0,58.0,2.0,5.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0
JONAS BRONCK ACADEMY,10,10X228,40.861305,-73.891283,"06,07,08",06,08,No,10458,0.821,98.0,2.0,91.0,92.0,92.0,86.0,86.0,94.0,2.7,2.66,4.0,5.0,18.0,72.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.0,87.0,12.0,11.0,0.0,0.0,11.0,11.0,0.0,1.0,1.0,0.0,11.0,10.0,0.0,0.0,85.0,85.0,7.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,85.0,85.0,8.0,5.0,0.0,0.0,8.0,5.0,0.0,1.0,1.0,0.0,6.0,4.0,0.0,0.0
WEST BRONX ACADEMY FOR THE FUTURE,10,10X243,40.859516,-73.88858,"06,07,08,09,10,11,12",06,12,No,10458,0.851,92.0,25.0,84.0,85.0,81.0,82.0,74.0,89.0,2.35,2.32,11.0,2.0,20.0,75.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,72.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,86.0,85.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,74.0,51.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
